"stateroute","bio.point.bio1","bio.point.bio2","bio.point.bio3","bio.point.bio4","bio.point.bio5","bio.point.bio6","bio.point.bio7","bio.point.bio8","bio.point.bio9","bio.point.bio10","bio.point.bio11","bio.point.bio12","bio.point.bio13","bio.point.bio14","bio.point.bio15","bio.point.bio16","bio.point.bio17","bio.point.bio18","bio.point.bio19","bio.mean.bio1","bio.mean.bio2","bio.mean.bio3","bio.mean.bio4","bio.mean.bio5","bio.mean.bio6","bio.mean.bio7","bio.mean.bio8","bio.mean.bio9","bio.mean.bio10","bio.mean.bio11","bio.mean.bio12","bio.mean.bio13","bio.mean.bio14","bio.mean.bio15","bio.mean.bio16","bio.mean.bio17","bio.mean.bio18","bio.mean.bio19","bio.var.bio1","bio.var.bio2","bio.var.bio3","bio.var.bio4","bio.var.bio5","bio.var.bio6","bio.var.bio7","bio.var.bio8","bio.var.bio9","bio.var.bio10","bio.var.bio11","bio.var.bio12","bio.var.bio13","bio.var.bio14","bio.var.bio15","bio.var.bio16","bio.var.bio17","bio.var.bio18","bio.var.bio19"
"83083",213,163,46,7041,372,20,352,288,139,297,117,273,42,6,60,114,25,111,28,195.940520446097,153.836431226766,46.0185873605948,6527.94423791822,347.092936802974,15.7472118959108,331.345724907063,263.710037174721,125.479553903346,273.167286245353,106.553903345725,320.100371747212,53.5390334572491,7.23791821561338,61.9776951672862,143.297397769517,28.6171003717472,134.524163568773,31.3828996282528,119.877045996782,82.338817067081,0.0705487432724852,201993.911058092,328.644315596737,39.0254119735893,385.070326804639,287.520085446374,67.4594684569716,255.363701936415,47.5465238861455,1668.06824612995,117.458358763802,0.346168784331132,9.68606780225268,675.582866337458,7.78940797869389,374.362287077623,10.5431393219775
"83084",163,167,48,6392,327,-15,342,230,92,241,77,335,64,6,81,187,24,172,28,172.514925373134,171.455223880597,48.3320895522388,6616.49626865672,340.634328358209,-10.7388059701493,351.373134328358,243.022388059701,102.537313432836,253.287313432836,84.2611940298507,322.809701492537,61.9216417910448,5.66044776119403,78.3470149253731,178.391791044776,22.5820895522388,161.667910447761,26.8097014925373,226.565319470065,34.6534183017497,0.63462183464699,82089.5992369613,375.266532506009,79.5494996925485,135.126166918218,329.197998770194,251.522947062441,330.902160545587,129.40717759517,271.667770697076,20.6342864330035,0.322474705126055,20.9989798200011,156.980756330706,3.05316116048969,167.645857789703,3.6977332438929
"83085",179,154,43,7200,347,-8,355,229,92,268,82,520,83,18,45,195,67,154,67,178.139705882353,153.055147058824,42.5808823529412,7265.9375,346.341911764706,-9.61029411764706,355.952205882353,228.522058823529,85.4117647058823,267.573529411765,80.1544117647059,522.375,83.0367647058823,17.9044117647059,45.7316176470588,196.238970588235,66.0110294117647,155.540441176471,66.2132352941177,10.0394508356848,7.32905090080313,0.296016930757543,18166.7008763838,8.86790481875407,39.8032884740612,32.2818401345778,10.5308769264163,83.8741046233992,11.8100716301281,22.9280985456913,296.14667896679,1.11303451269807,1.78418710657695,2.14541729976123,18.9057819622314,14.7784756891687,19.6662551551986,16.3750271326243
"83086",184,153,42,7524,351,-8,359,236,103,276,83,387,70,12,53,161,42,120,44,181.436363636364,153.065454545455,42.1418181818182,7455.82909090909,348.745454545455,-9.53454545454546,358.28,233.101818181818,98.88,273.316363636364,81.2545454545455,397.214545454545,71.5927272727273,12.2072727272727,53.5309090909091,163.709090909091,43.1236363636364,124.112727272727,44.4654545454545,25.0205706702057,3.57234240212342,0.1221499668215,6282.75535500995,22.5846051758461,30.7314664897147,16.7643795620438,25.5297412076974,105.624233576642,28.2754611811546,30.1028533510285,759.132634372926,9.82622428666224,1.15031187790312,4.39593895155939,55.9004644990046,21.6999867285999,61.0127936297279,13.5854810882548
"83087",182,153,44,7010,336,-6,342,229,106,266,86,357,66,9,58,155,32,124,35,185.633333333333,154.474074074074,44.5740740740741,6995.47037037037,340.988888888889,-1.78518518518519,342.774074074074,236.411111111111,110.240740740741,269.92962962963,90.5666666666667,353.837037037037,64.7037037037037,8.88518518518518,57.9,153.603703703704,32.462962962963,124.47037037037,35.3740740740741,96.9988847583643,7.59597962274542,1.29374913947405,37861.1199366653,108.390210656753,39.6711551700399,25.5212584331543,94.9195786864932,78.7856946165496,127.82774335674,61.3765799256506,624.798623158474,27.9787966405067,0.726545504612419,2.43977695167286,126.812625636789,4.60642984992427,140.517706182018,5.10490155583092
"83088",159,167,50,6181,318,-14,332,226,92,236,78,406,72,8,70,203,31,185,37,162.57299270073,167.839416058394,49.4489051094891,6306.64598540146,322.905109489051,-13.4233576642336,336.328467153285,230.817518248175,94.036496350365,240.51094890511,79.1459854014599,389.86496350365,69.3941605839416,8.38321167883212,67.7262773722628,192.675182481752,31.1021897810219,174.503649635037,36.3102189781022,48.450696505441,29.7177080826716,0.284925536750354,41513.6141413331,105.397556215074,5.05088099248683,88.7415309751076,84.7504612176145,31.5810807197669,84.3606855431673,19.7295259485041,421.062284430898,15.9979144942649,0.706090746236732,11.2251677762627,150.952715168044,4.54629555359482,168.089730221117,4.85212962220261
"83089",149,156,47,6382,311,-19,330,218,110,229,65,352,64,8,74,187,26,173,32,158.445255474453,164.540145985401,47.2226277372263,6666.32481751825,326.715328467153,-18.3248175182482,345.040145985401,230.697080291971,109.613138686131,241.952554744526,70.7372262773723,335.770072992701,62.5036496350365,7.62773722627737,71.470802919708,175.069343065693,26.3102189781022,158.343065693431,32.6459854014599,79.4127429747868,70.5057084035186,0.525346915857865,102563.282385498,234.475441833106,6.85747707280554,229.848199246009,161.29618192027,309.89374615652,171.415323119703,30.5167776262667,847.481738456191,24.1263602577471,0.696077644982754,19.6859575947167,358.33583326649,10.0682468383198,413.962460896767,4.51524023421834
"83090",173,164,45,7265,349,-12,361,253,96,265,78,304,60,7,66,147,27,130,32,173.624548736462,166.57761732852,45.2382671480144,7324.2202166065,350.458483754513,-13.6678700361011,364.126353790614,254.71119133574,107.4440433213,266.252707581227,77.898916967509,293.400722021661,58.4548736462094,6.74729241877256,67.5523465703971,142.447653429603,25.1552346570397,125.324909747292,30.1913357400722,27.8802647412756,41.1506566211479,0.522733218228431,33522.0564014022,84.3723643593366,4.32407262072935,110.762962381625,53.3800554596348,197.907183592319,53.7909799612829,10.156411866269,313.038115418825,11.111180871658,0.733008946790143,7.81337309684508,46.3496049809031,11.7765395280699,17.5317323287815,9.02485219484121
"83091",162,184,48,7428,352,-31,383,246,120,257,66,231,45,5,72,124,17,110,25,159.355311355311,178.695970695971,47.0622710622711,7337.67765567766,345.32967032967,-30.2564102564103,375.586080586081,241.736263736264,116.336996336996,253.150183150183,64.5274725274725,240.128205128205,47.007326007326,4.57142857142857,73.2124542124542,129.56043956044,17.4615384615385,115.164835164835,26.8827838827839,41.3549073475544,10.8447263520793,0.33066688213747,11609.2192415428,53.7512120232708,13.3825414781297,29.4052467140702,53.2537168713639,47.8345453566042,57.0472150398621,23.3089851325145,200.531297134238,11.764652014652,0.245798319327731,3.36646196940315,101.519311570782,4.22002262443439,74.5425824175824,12.2729745744452
"83092",159,154,41,7830,338,-32,370,241,56,258,56,517,73,15,53,206,50,195,50,161.167259786477,154.245551601424,41.1316725978648,7848.02491103203,340.113879003559,-30.7615658362989,370.875444839858,242.519572953737,58.7580071174377,259.654804270463,57.3131672597865,506.569395017794,73.423487544484,14.4163701067616,53.5622775800712,201.391459074733,48.5729537366548,191.060498220641,48.7046263345196,21.75406710727,7.2502033553635,0.40045754956787,8304.2243772242,23.2298423995933,32.0965175394001,11.3308591764108,20.6719369598373,20.2698017285206,22.3339857651246,21.2801474326385,194.024631418404,3.75930350788002,1.35101677681749,1.08271479410269,17.7104982206406,7.52412302999492,17.6570411794611,6.18744280630402
"83093",166,160,42,7819,347,-30,377,254,61,263,61,449,74,13,56,180,42,165,42,166.428571428571,157.417857142857,41.7678571428571,7760.91071428571,344.921428571429,-27.2928571428571,372.214285714286,252.057142857143,63.1035714285714,263.221428571429,63.1035714285714,452.942857142857,72.6428571428571,13.375,54.6535714285714,181.185714285714,43.4428571428571,167.171428571429,43.4428571428571,17.4429083461342,18.5810419866871,0.64484126984127,2874.03142601126,6.67480798771121,34.258013312852,20.5345622119816,38.641884280594,22.7885176651306,14.2662058371736,22.7885176651306,392.290629800307,16.1802355350742,0.973566308243728,1.76844598054275,33.5137736815156,9.15801331285202,91.7339477726574,9.15801331285202
"83094",144,173,45,7702,327,-56,383,231,60,241,42,442,71,9,63,200,38,198,38,144.88256227758,173.448398576512,44.6725978647687,7718.06049822064,329.220640569395,-54.8825622775801,384.103202846975,233.715302491103,55.7224199288256,242.29537366548,43.1316725978648,437.672597864769,70.0889679715303,9.51601423487545,62.4982206405694,198.259786476868,37.8683274021352,195.523131672598,38.0640569395018,13.0325876970005,12.2410777834265,0.449567869852567,1805.92846975089,6.5297153024911,26.8468734112862,9.80716827656329,15.1400864260295,97.5298169801729,10.3017285205897,13.7004575495679,214.220996441281,6.33134214539909,0.322064056939502,6.31517539400102,14.6144128113879,10.293314692425,31.0646415861718,10.9744534824606
"83095",148,156,39,8477,346,-54,400,235,36,256,36,548,91,13,56,231,48,214,48,150.197879858657,155.579505300353,38.5194346289753,8471.72791519435,346.745583038869,-51.3038869257951,398.049469964664,236.780918727915,38.4664310954064,257.681978798587,38.4664310954064,539.519434628975,89.9752650176679,12.5017667844523,55.7137809187279,226.650176678445,46.2791519434629,211.318021201413,46.2791519434629,29.9394281131744,8.35092599553918,0.257599679222114,2670.93634563817,38.8995814851014,27.063353632559,15.2670475904067,37.0369395784778,23.5121670049871,36.9055960704709,23.5121670049871,363.342706062201,8.95328672029672,0.307620980878631,3.27594416459915,62.0509485502343,8.42179785981004,105.685737914443,8.42179785981004
"83096",165,149,38,8478,358,-32,390,213,54,273,54,543,88,15,52,215,52,184,52,165.332167832168,151.437062937063,37.9090909090909,8554.65034965035,360.174825174825,-34.9825174825175,395.157342657343,242.244755244755,52.8041958041958,274.213286713287,52.8041958041958,551.741258741259,87.3636363636364,15.1398601398601,51.3461538461538,216.594405594406,54.3531468531469,187.13986013986,54.3531468531469,2.36997914366335,2.55567415041099,0.0829346092503987,5555.34398233346,6.43950435529383,4.27688627162311,11.6769108084898,298.185498711814,1.84222794749111,4.87715617715618,1.84222794749111,629.083695252116,23.4251993620415,2.98387927861612,3.30080971659919,53.1752668384247,33.590639185376,8.69615998037051,33.590639185376
"83097",139,164,42,7991,326,-60,386,240,34,240,34,459,80,11,62,207,38,207,38,140.409090909091,163.562937062937,42.0174825174825,7982.16083916084,328,-56.8111888111888,384.811188811189,241.818181818182,36.7237762237762,241.937062937063,36.1258741258741,461.283216783217,78.7342657342657,11.2132867132867,60.9615384615385,205.325174825175,38.8846153846154,205.325174825175,38.9020979020979,12.3408293460925,20.2469022205864,0.655833640044166,1897.57403999509,3.5859649122807,28.4063305115937,19.6273831431726,11.5177033492823,32.3760642865906,10.9504109925163,17.1841001104159,103.158103300209,18.9887866519445,0.168384247331616,0.84412955465587,10.9500306710833,1.97611336032389,10.9500306710833,2.01845172371488
"83098",226,105,40,5278,343,85,258,266,196,286,151,669,136,19,54,267,93,187,107,226.17695473251,104.40329218107,40.0864197530864,5263.71604938272,343.279835390947,86.6543209876543,256.625514403292,266.493827160494,183.078189300412,286.646090534979,151.827160493827,658.946502057613,131.390946502058,18.8024691358025,52.7489711934156,260.497942386831,92.5102880658436,183.337448559671,107.267489711934,4.74128490290106,97.621807298575,3.87266605448424,21138.7330884604,89.9626908818828,25.7064585246403,167.863313267354,3.25925925925926,206.477332245009,6.61803217358773,13.8790939700031,268.389688127062,63.660578852498,1.48148148148148,1.42019521817502,84.7634255007992,8.25919123898922,51.1501207359793,36.8909635071251
"83099",172,181,46,7733,363,-23,386,259,172,270,72,222,47,3,77,127,17,106,30,167.527272727273,178.072727272727,46.4218181818182,7594.01818181818,356.341818181818,-23.0981818181818,379.44,253.334545454545,156.563636363636,264.24,69.8254545454545,233.48,48.4072727272727,3.37454545454545,76.1490909090909,132.792727272727,18.1854545454545,112.381818181818,31.3854545454545,50.936297279363,28.6516257465163,0.726529528865295,23007.5361645654,85.1382083609821,18.8479893828799,55.9334306569343,76.0044591904446,561.34903782349,76.0224817518248,25.0205175846052,254.075328467153,12.1838885202389,0.833656270736563,11.7550630391506,89.3181950895819,3.02022561380226,91.6894492368945,8.96037159920372
"83100",132,161,40,8416,329,-67,396,241,24,241,24,455,69,11,61,206,36,206,36,135.086805555556,162.649305555556,40.3090277777778,8426.19444444445,332.958333333333,-65.5416666666667,398.5,240.503472222222,27.0555555555556,244.361111111111,27.0555555555556,447.048611111111,70.3020833333333,10.7222222222222,60.2916666666667,203.142361111111,35.5798611111111,202.875,35.5798611111111,15.9192678087495,14.8556789585753,0.792670828493999,9055.3139759969,13.5731707317073,8.94599303135888,5.53310104529617,82.4599182152536,19.8017808749516,13.5137437088657,19.8017808749516,214.297280294232,5.82131968641115,0.779713511420828,2.71602787456446,19.0981295973674,9.11555120015486,19.7752613240418,9.11555120015486
"83101",139,155,39,8319,331,-58,389,245,31,245,31,511,91,13,61,231,42,231,42,140.923344947735,156.672473867596,39.602787456446,8310.55052264808,333.006968641115,-57.3170731707317,390.324041811847,244.871080139373,32.8292682926829,246.919860627178,32.7073170731707,506.076655052265,88.6933797909408,12.1080139372822,59.8397212543554,226.278745644599,41.2299651567944,226.146341463415,41.2299651567944,4.46263492604956,3.72451938305597,0.366146049072878,6019.73083014546,11.090860359153,4.70680538973222,14.2547696206233,48.4413635145342,6.99522428790721,7.30474403645135,5.3476036158963,397.693404156819,18.9965644111986,0.236543943861017,3.26093418776346,34.005945274238,4.2196583903901,32.8176701347433,4.2196583903901
"83102",122,163,41,8141,318,-72,390,228,19,228,19,388,69,7,68,185,24,185,24,121.887755102041,165.421768707483,41.3809523809524,8183.23129251701,320.673469387755,-73.6530612244898,394.326530612245,228.56462585034,18.1836734693878,228.56462585034,18.1836734693878,394.380952380952,69.8061224489796,7.35034013605442,67.7074829931973,188.187074829932,24.8503401360544,188.187074829932,24.8503401360544,19.0351396531309,3.43925146850549,0.236632536973834,14752.1101437162,30.9646862157832,3.95430800306471,18.5756077174897,34.0009286991247,8.49174618652922,34.0009286991247,8.49174618652922,93.2605233219568,5.04419446959671,0.760801931694179,7.1291588307678,7.8112999465998,4.33247428664299,7.8112999465998,4.33247428664299
"83103",139,161,39,8822,344,-68,412,229,24,252,24,502,79,11,56,222,43,209,43,138.72852233677,161.058419243986,38.4329896907216,8875.49140893471,344.560137457045,-69.085910652921,413.646048109966,229.103092783505,23.0652920962199,252.089347079038,23.0652920962199,494.680412371134,78.573883161512,10.6288659793814,56.8247422680412,220.563573883162,40.6529209621993,207.302405498282,40.6529209621993,6.23294229174073,6.14485128569736,0.446356203341628,10859.3956155943,4.98516411897144,13.9132835644034,13.6432515700912,4.78243867756843,11.8681360350752,3.95061026187937,11.8681360350752,259.32854603626,9.92814314492238,0.241094916459296,1.55193743334518,18.8123237350397,3.93774143855907,7.9840976419007,3.93774143855907
"83104",135,156,37,9113,342,-76,418,227,16,251,16,546,88,12,54,234,49,217,49,137.136518771331,157.20819112628,37.0170648464164,9122.87372013652,344.501706484642,-74.1365187713311,418.638225255973,229.402730375427,17.8873720136519,253.484641638225,17.8873720136519,534.508532423208,85.9112627986348,11.3651877133106,54.1911262798635,229.368600682594,47,212.286689419795,47,2.37170975735191,4.66541212772921,0.352447519753144,8978.70660152415,3.84674365327972,3.04979194913273,6.46456122305858,4.28930758801253,2.56603861798121,4.9629482444247,2.56603861798121,312.483659825144,9.26607134508392,1.03398943382112,4.57293468605358,7.69928467904063,18.6232876712329,16.239445509374,18.6232876712329
"83105",140,152,38,8582,336,-59,395,227,28,249,28,538,87,12,55,229,47,218,47,142.875432525952,154.401384083045,38.3148788927336,8611.24567474048,340.896193771626,-57.7024221453287,398.598615916955,230.56401384083,30.3667820069204,252.519031141869,30.3667820069204,528.491349480969,85.3806228373702,11.5432525951557,54.7785467128028,225.622837370242,45.4878892733564,213.22491349481,45.4878892733564,6.11637351018839,15.6438869665513,0.230368127643214,13111.0401287966,25.4127979623222,7.30002883506344,45.1786091887735,12.28842272203,4.5177816224529,12.1324490580546,4.5177816224529,583.9938485198,17.3060121107266,0.658712995001922,1.54801038062284,48.1176710880431,10.8965542099193,46.2513216070742,10.8965542099193
"83106",147,152,39,8207,333,-51,384,232,38,250,38,520,89,11,58,215,43,212,43,149.259786476868,151.88256227758,39.3950177935943,8147.36298932384,335.298932384342,-46.2384341637011,381.537366548043,233.914590747331,42.0391459074733,252.555160142349,42.0391459074733,520.156583629893,87.4839857651246,11.6049822064057,56.982206405694,213.754448398576,44.9181494661922,210.601423487544,44.9181494661922,14.657269954245,1.83258769700051,0.268403660396543,8178.23919674631,16.6674631418404,27.9822318251144,21.8494916115913,13.5141077783427,18.9163192679207,14.3764107778343,18.9163192679207,249.568251143874,15.9149211997966,0.782689374682257,3.11753940010168,20.9430604982206,8.15399084900864,29.0191408235892,8.15399084900864
"83107",168,152,38,8613,363,-34,397,256,54,277,54,590,88,20,47,216,67,188,67,167.246428571429,151.882142857143,37.9321428571429,8548.56071428571,361.264285714286,-34.0714285714286,395.335714285714,252.607142857143,54.9178571428571,275.328571428571,53.9142857142857,592.185714285714,87.8178571428571,19.4785714285714,47.6142857142857,216.410714285714,66.9357142857143,189.564285714286,66.9357142857143,5.6702380952381,4.25487711213518,0.292869943676395,3562.59128264209,6.35284178187404,4.48233486943164,3.53563748079877,57.6730670762929,16.8140168970814,7.38986175115207,4.42273425499232,601.700153609831,14.3072068612391,3.72713773681516,3.14101382488479,18.859383000512,29.6015873015873,6.2252432155658,29.6015873015873
"83108",171,161,44,7486,345,-20,365,254,72,265,72,360,62,9,56,157,34,140,34,172.468085106383,161.379432624113,43.3900709219858,7537.00709219858,347.13829787234,-20.7695035460993,367.90780141844,256.067375886525,80.0992907801418,266.528368794326,72.613475177305,358.127659574468,62.0709219858156,8.71276595744681,57.5460992907801,155.166666666667,33.5177304964539,137.599290780142,33.5496453900709,5.71605966532899,11.9160167587895,0.359758713813382,6077.95724489538,12.6106988718104,3.56589939678453,20.8597965725247,9.62889629237021,103.805052876,10.5134272229373,1.86786047802933,564.930264253805,7.76719416471063,1.00261225107897,1.60107013957245,89.5344009489917,4.91961333636203,121.251672093082,4.81069382398223
"83109",173,151,40,7947,354,-20,374,229,68,273,68,572,87,19,49,207,65,184,65,172.146953405018,149.777777777778,39.8243727598566,7944.25448028674,352.458781362007,-20.2939068100358,372.752688172043,236.924731182796,67.1648745519713,271.652329749104,66.3799283154122,573.290322580645,87.1863799283154,18.9641577060932,48.5913978494624,208.143369175627,65.3799283154122,184.376344086022,65.3799283154122,9.75170831077074,8.75619504396483,0.145303112348831,19618.0824888476,20.0477553441118,26.8341713725794,50.6400556973776,114.436760269204,15.6705603259328,9.88228771821253,16.2148474768572,407.451380830819,26.432763466646,1.88360279518321,1.80366674402414,30.6628245790464,28.6968618653464,7.40821536319332,28.6968618653464
"83110",179,172,44,7803,360,-23,383,266,97,277,76,302,56,8,57,129,30,110,31,178.688405797101,170.503623188406,44.304347826087,7739.33333333333,358.282608695652,-22.2898550724638,380.572463768116,259.978260869565,95.8442028985507,275.221014492754,76,308.79347826087,57.4311594202899,7.88768115942029,57.9347826086956,133,30.4202898550725,112.684782608696,31.8405797101449,6.513465085639,32.6727140974967,0.903399209486166,5562.52121212121,29.7089328063241,4.35204216073781,33.8456389986825,114.843162055336,23.5647299077734,12.3255204216074,5.30181818181818,339.844466403162,8.82069828722003,0.478247694334651,6.17754940711462,41.8545454545455,6.60089591567852,57.0602766798419,8.75994729907773
"83111",192,157,43,7508,361,-1,362,243,111,284,91,346,66,10,58,151,35,108,38,186.309090909091,156.996363636364,43.1709090909091,7412.09090909091,354.225454545455,-4.98181818181818,359.207272727273,237.370909090909,106.774545454545,277.985454545455,87.1890909090909,354.923636363636,66.68,10.2872727272727,56.1054545454545,152.167272727273,36.0872727272727,113.323636363636,39.1636363636364,10.8274717982747,37.7554611811546,0.799150630391506,34414.9223623092,49.0000796284008,21.6894492368945,103.945932315859,18.2049900464499,7.18256138022561,26.7224153948242,7.09550099535501,491.975899137359,12.3351824817518,0.971917717319177,1.69321831453218,99.9427206370272,6.25512939615129,48.2488918380889,3.87458526874585
"83112",179,151,42,7364,344,-12,356,230,79,269,79,432,75,13,50,175,48,130,48,179.956204379562,151.529197080292,42.0693430656934,7382.50364963504,344.675182481752,-10.7737226277372,355.448905109489,231.080291970803,87.9744525547445,270.032846715328,79.8065693430657,431.580291970803,75.4124087591241,13.3503649635036,50.8978102189781,175.361313868613,48.456204379562,130.591240875912,48.7153284671533,17.4193203390284,1.89108579984492,0.0647709954279297,4961.18130531269,11.5974038127323,14.3588674099623,10.7904200422449,19.8543354455763,163.600077538034,20.4274885698243,17.6071361728296,959.314042405283,11.4007245795567,2.78521964653352,5.75508676238603,63.997179219807,30.0292104489185,84.7480548648432,26.7391780968423
"83113",182,154,43,7160,348,-7,355,231,94,269,84,531,82,18,44,202,66,161,66,180.816176470588,152.415441176471,42.7205882352941,7118.95588235294,346.055147058824,-6.47794117647059,352.533088235294,230.253676470588,91.6985294117647,267.558823529412,84.1066176470588,531.025735294118,81.7536764705882,18.1580882352941,44.4705882352941,201.338235294118,65.7389705882353,161.036764705882,66.0735294117647,6.47530931191665,3.18101530280009,0.216843933145214,4904.83937486434,5.00432765357065,5.64526807032776,3.78487898849577,6.91327056652919,41.849739526807,4.73453440416757,7.79301877577599,556.84435370089,0.82101964401997,2.33284946820056,2.29433470805296,22.1582374647276,20.1050439548513,58.7809311916649,21.7067505969177
"83114",192,138,42,6690,343,16,327,258,100,272,100,601,77,21,42,209,74,194,74,194.076923076923,138.417582417582,41.5384615384615,6755.81318681319,346.007326007326,17.043956043956,328.96336996337,242.659340659341,105.81684981685,274.74358974359,101.384615384615,586.498168498169,77.8937728937729,20.1978021978022,43.1428571428571,207.399267399267,71.5311355311355,186.062271062271,72.6483516483516,43.4683257918552,10.2882191338074,0.506787330316742,5891.10100193924,31.2720049558285,55.6745313510019,8.16041801335919,60.3872010342599,93.4148620986856,53.4560708898944,35.3699095022624,2572.77297457445,8.88205666882138,13.107789269554,8.79936974789916,190.130440637794,121.242593191123,427.683608058608,91.2141241111829
"83115",230,130,43,5876,372,74,298,273,166,298,148,541,109,17,55,216,72,153,80,229.23754789272,128.977011494253,42.9846743295019,5879.86206896552,370.019157088123,73.4444444444444,296.574712643678,271.770114942529,165.088122605364,297.153256704981,146.509578544061,549.252873563218,107.130268199234,16.8927203065134,54.1072796934866,218.655172413793,72.4061302681992,160.084291187739,80.6628352490421,16.3433539640436,2.72254641909814,0.561302681992337,27470.3270557029,22.4265546713823,30.9478632478632,20.7992042440318,17.8546419098143,76.3883583849101,22.0225758915414,20.7277925139994,500.758885941645,9.92911877394636,0.765369879162983,4.14229295608606,55.0806366047745,46.7728853521957,72.0082522841143,65.3089596227527
"83118",221,136,42,6526,376,57,319,269,151,300,132,541,83,21,46,202,74,150,75,221.164794007491,136.2734082397,42.2134831460674,6530.06367041199,374.988764044944,55.7303370786517,319.258426966292,268.573033707865,148.303370786517,300.003745318352,132,532.89138576779,85.3520599250936,20.3932584269663,48.250936329588,202.397003745318,70.9213483146067,148.543071161049,72.434456928839,3.73965813409929,1.4550420996311,0.221170904790065,2455.02224662781,5.83070034637155,6.9570837205373,2.51567120047309,3.80197685224297,31.4978457379404,4.61276787474304,5.93984962406015,423.322745064909,24.2139337106812,8.51769874123511,15.7751400974346,8.3305173044972,51.9674748669426,35.9408070738644,45.9082819408071
"83135",196,126,39,6847,353,32,321,234,280,280,103,1088,128,64,20,319,233,233,246,195.149635036496,126.408759124088,38.7007299270073,6876.5401459854,352.759124087591,29.9598540145985,322.799270072993,232.970802919708,237.478102189781,279.383211678832,101.547445255474,1084.96350364963,126.620437956204,64.5912408759124,19.7846715328467,317.693430656934,231.211678832117,232.996350364963,247.043795620438,3.60756396887784,5.56124167803,0.225127670383145,5160.87200876982,6.08828640945429,16.6906900885003,20.6372155824711,2.57789898665811,4923.8108740408,2.58887462902061,8.19004839442796,1526.31368145237,18.946980027272,24.6161867329751,2.66774952541376,84.6382717039651,183.237079222481,259.981671613058,162.92115184086
"83136",199,123,39,6791,355,40,315,236,283,283,109,933,122,49,27,293,184,184,201,198.03663003663,124.051282051282,38.3663003663004,6861.70695970696,355.483516483516,35.9377289377289,319.545787545788,234.904761904762,273.260073260073,282.787545787546,106.358974358974,938.692307692308,122.245421245421,49.1941391941392,26.7106227106227,294.172161172161,186.267399267399,186.358974358974,201.959706959707,3.82218271924154,4.02677224736048,0.277095453566042,7917.28145873734,2.79476405946994,45.2277257056669,45.8370502046973,2.55707282913165,1506.86226028873,3.26352079293256,16.3191930618401,1360.41233031674,7.70057638439991,5.66437728937729,2.47109997845292,91.606280973928,63.6819112260289,63.7309577677225,159.038811678518
"83137",199,123,38,6824,356,38,318,236,283,283,107,1030,125,56,23,308,213,213,232,198.660516605166,123.354243542435,38.2988929889299,6811.10332103321,355.033210332103,38.0110701107011,317.022140221402,233.523985239852,256.656826568266,282.553505535055,107.033210332103,1036.07749077491,125.667896678967,56.8745387453875,22.90036900369,310.011070110701,214.627306273063,215.30258302583,232.39852398524,3.39543528768621,1.69626896268963,0.210332103321033,1069.32261855952,6.37296706300396,19.3813584802515,12.2217302173022,69.2281262812628,3552.38920322537,5.13694136941369,9.010004100041,1391.99026923603,4.74115074484078,22.8804974716414,2.89744430777641,32.6258029246959,178.945770124368,200.226622932896,110.573923739237
"83139",193,125,37,7164,353,22,331,232,96,280,96,848,113,43,30,279,169,180,169,192.555147058824,125.143382352941,37.4963235294118,7126.41544117647,352.569852941176,22.5588235294118,330.011029411765,231.533088235294,110.529411764706,279.860294117647,96.4117647058823,843.514705882353,114.014705882353,43.3345588235294,30.2794117647059,279.386029411765,165.327205882353,181.577205882353,166.966911764706,7.30322064250054,3.34098925548079,0.295189385717387,13593.0334138268,8.70358964619058,21.8415454742783,31.6493243976557,7.21661330583894,279.357065335359,3.91398958107228,13.0106359887128,476.457347514652,2.50900803125678,1.64042489689603,1.32385500325591,12.2083649880616,78.8261205773822,6.473722053397,68.7701188408943
"83140",190,127,39,6897,347,23,324,229,98,275,98,843,115,45,32,281,155,196,155,191.9375,127.819852941176,38.8235294117647,6917.32720588235,348.908088235294,23.6176470588235,325.290441176471,230.5,108.099264705882,276.761029411765,99.0110294117647,830.992647058824,113.952205882353,43.1654411764706,32.4301470588235,277.926470588235,151.963235294118,192.680147058824,153.595588235294,15.5495848708487,14.3622612329064,0.544388973301498,10330.6268585848,11.7738088777947,41.705665291947,26.6348898415455,15.0627306273063,108.119261449967,17.7249701541133,16.6603945083568,793.520240937704,2.03829769915346,9.00204851313219,1.61871879748209,48.1274148035598,58.4414477968309,115.458202192316,79.7325265899718
"83141",199,123,38,6924,356,35,321,237,122,284,106,834,112,40,32,276,161,181,166,196.616236162362,124.70110701107,38.0848708487085,6945.34317343173,353.782287822878,29.9594095940959,323.822878228782,234.966789667897,118.162361623616,281.527675276753,102.889298892989,850.051660516605,114.424354243542,41.7859778597786,31.6494464944649,280.428044280443,164.232472324723,184.992619926199,167.690036900369,8.11143911439114,3.00292469591363,0.196473964739647,11347.1077217439,5.31909252425858,26.0094574279076,21.4648079814131,6.59518928522619,29.7290966242996,4.75386087194205,17.046959136258,553.478802788028,6.99333059997267,7.25032116987837,0.739620062867295,26.2679513461801,36.3642749760831,20.9999453327867,34.0146781467815
